pl_name,ra,dec,pl_rade,disc_year,discoverymethod
"HD 36384 b",84.9319998,75.0439884,12.70000000,2023,"Radial Velocity"
"MWC 758 c",82.6147199,25.3324076,,2023,"Imaging"
"K2-2016-BLG-0005L b",269.8798333,-27.6074722,13.70000000,2023,"Microlensing"
"GJ 849 b",332.4229938,-4.6408317,13.90000000,2006,"Radial Velocity"
"GJ 849 c",332.4229938,-4.6408317,13.80000000,2014,"Radial Velocity"
"TOI-2095 b",285.6365235,75.4185135,1.25000000,2023,"Transit"
"TOI-2095 c",285.6365235,75.4185135,1.33000000,2023,"Transit"
"Kepler-68 b",291.0323102,49.0402129,2.35700000,2013,"Transit"
"Kepler-107 d",297.0281620,48.2086019,0.86000000,2014,"Transit"
"TOI-139 b",336.4024144,-34.9097131,2.45660000,2023,"Transit"
"HD 62364 b",113.9052658,-75.5442707,12.10000000,2022,"Radial Velocity"
"BD-210397 b",33.3024198,-21.1962147,14.00000000,2023,"Radial Velocity"
"KMT-2022-BLG-0371L b",265.3619167,-34.6986694,10.90000000,2023,"Microlensing"
"WASP-79 b",66.3709016,-30.6004362,17.14974047,2012,"Transit"
"Kepler-454 d",287.4786474,38.2290751,13.30000000,2023,"Radial Velocity"
"HD 74698 b",130.0744755,-71.8768726,5.12000000,2023,"Radial Velocity"
"HD 74698 c",130.0744755,-71.8768726,14.00000000,2023,"Radial Velocity"
"GJ 9404 b",184.8472095,28.3827126,3.48000000,2023,"Radial Velocity"
"GJ 832 b",323.3912616,-49.0125169,13.80000000,2008,"Radial Velocity"
"Kepler-323 c",291.3822988,38.1274595,1.57000000,2014,"Transit"
"TOI-5803 b",327.2487497,6.2781777,3.27320000,2023,"Transit"
"KMT-2019-BLG-1216L b",268.4806250,-35.1366389,5.98000000,2023,"Microlensing"
"TOI-1680 b",292.3139790,65.9738018,1.46600000,2023,"Transit"
"HD 100777 b",173.9646303,-4.7555425,13.70000000,2007,"Radial Velocity"
"HD 215497 c",341.6527140,-56.5997984,13.00000000,2009,"Radial Velocity"
"Kepler-107 c",297.0281620,48.2086019,1.59700000,2014,"Transit"
"K2-3 b",172.3353708,-1.4551364,2.07800000,2015,"Transit"
"Kepler-107 b",297.0281620,48.2086019,1.53600000,2014,"Transit"
"Kepler-37 d",284.0592503,44.5183733,2.03000000,2013,"Transit"
"HD 167677 b",274.2067844,-11.4067857,13.20000000,2023,"Radial Velocity"
"HD 165131 b",271.3444007,-21.6737039,12.10000000,2023,"Radial Velocity"
"HIP 39017 b",119.7665756,-4.3326006,12.00000000,2024,"Imaging"
"omi UMa b",127.5649503,60.7177048,13.00000000,2012,"Radial Velocity"
"omi CrB b",230.0350768,29.6160222,13.70000000,2012,"Radial Velocity"
"TOI-544 b",82.2900716,-0.3428983,2.01800000,2022,"Transit"
"Teegarden's Star d",43.2691449,16.8649024,0.95400000,2024,"Radial Velocity"
"TOI-782 b",183.9203614,-18.9103377,2.73400000,2024,"Transit"
"HD 4732 c",12.3085089,-24.1369079,13.10000000,2012,"Radial Velocity"
"HD 4732 b",12.3085089,-24.1369079,13.40000000,2012,"Radial Velocity"
"ome Ser b",237.5732422,2.1963040,14.00000000,2013,"Radial Velocity"
"TOI-2010 b",292.1669417,53.4873694,11.81426566,2023,"Transit"
"TOI-1273 b",214.1208564,58.3902534,11.09689089,2024,"Transit"
"TOI-904 b",89.3712733,-83.1297264,2.42600000,2023,"Transit"
"KMT-2023-BLG-0469L b",269.4067917,-28.7150611,7.04000000,2024,"Microlensing"
"HD 2952 b",8.2938367,54.8948177,13.90000000,2013,"Radial Velocity"
"TOI-2416 b",57.3389409,-60.7871861,9.86390302,2023,"Transit"
"TOI-2373 b",61.6862197,-16.7557546,10.42435205,2023,"Transit"
"TOI-904 c",89.3712733,-83.1297264,2.16700000,2023,"Transit"
"TOI-4860 b",183.5639610,-13.1748411,8.70000000,2023,"Transit"
"TOI-4633 c",256.8431021,62.4755480,3.20000000,2024,"Transit"
"gam Lib b",233.8818636,-14.7895020,13.70000000,2018,"Radial Velocity"
"KMT-2021-BLG-1770L b",270.4399583,-27.4186694,12.10000000,2023,"Microlensing"
"OGLE-2019-BLG-1180L b",269.2465417,-27.9754444,13.50000000,2023,"Microlensing"
"HD 47366 b",99.4200181,-12.9856593,13.40000000,2016,"Radial Velocity"
"HD 47366 c",99.4200181,-12.9856593,13.50000000,2016,"Radial Velocity"
"Kepler-100 e",291.3861294,41.9901394,5.27000000,2023,"Radial Velocity"
"NGTS-27 b",206.0265266,-32.5229747,15.64773706,2024,"Transit"
"HD 134606 d",228.8103897,-70.5203328,7.59000000,2024,"Radial Velocity"
"HATS-2 b",176.7388264,-22.5630097,12.57647635,2013,"Transit"
"gam Cep b",354.8358233,77.6331009,12.70000000,2003,"Radial Velocity"
"TOI-5398 c",161.8795569,36.3294345,3.52000000,2023,"Transit"
"HD 134606 f",228.8103897,-70.5203328,2.24000000,2024,"Radial Velocity"
"HD 134606 e",228.8103897,-70.5203328,1.33000000,2024,"Radial Velocity"
"TOI-238 c",349.2310814,-18.6066463,2.18000000,2024,"Radial Velocity"
"2MASS J11550485-7919108 b",178.7691634,-79.3197558,12.10000000,2024,"Imaging"
"2MASS J21252752-8138278 b",321.3662989,-81.6414894,12.40000000,2024,"Imaging"
"Kepler-1513 c",289.7917561,39.2852655,11.00000000,2023,"Transit Timing Variations"
"HIP 66074 b",203.1635632,75.0071038,12.90000000,2023,"Astrometry"
"HAT-P-19 b",9.5165832,34.7114025,11.29865255,2010,"Transit"
"Kepler-849 b",290.8517961,48.5213243,8.08167508,2016,"Transit"
"TOI-1853 b",211.4593468,16.9923703,3.46000000,2023,"Transit"
"TOI-5126 b",151.6597827,18.6340631,4.74000000,2023,"Transit"
"Kepler-1513 b",289.7917561,39.2852655,8.59400000,2016,"Transit"
"HAT-P-51 b",21.0651251,32.8107000,13.50682174,2015,"Transit"
"Kepler-553 c",298.5508922,48.3325405,11.57887706,2016,"Transit"
"Kepler-111 c",291.6531630,44.6882613,7.08407580,2014,"Transit"
"14 And b",352.8241500,39.2358367,13.10000000,2008,"Radial Velocity"
"18 Del b",314.6078375,10.8391378,12.50000000,2008,"Radial Velocity"
"GJ 724 b",280.2383650,-13.3824997,3.27000000,2023,"Radial Velocity"
"KMT-2019-BLG-0335L b",262.8401250,-29.5906889,12.10000000,2023,"Microlensing"
"Kepler-553 b",298.5508922,48.3325405,4.74139884,2016,"Transit"
"6 Lyn b",97.6960311,58.1611753,13.40000000,2008,"Radial Velocity"
"4 UMa b",130.0528099,64.3280504,12.60000000,2006,"Radial Velocity"
"TOI-4641 b",42.5582023,25.3335334,8.18255591,2023,"Transit"
"CI Tau c",68.4667685,22.8416192,13.00000000,2024,"Radial Velocity"
"TOI-1994 b",147.1745753,-51.7565640,13.67495645,2024,"Transit"
"TOI-4515 b",21.1861778,21.5130638,12.17000000,2024,"Transit"
"M62H b",255.3074504,-30.1069833,,2024,"Pulsar Timing"
"HD 145457 b",242.5162215,26.7429068,13.20000000,2010,"Radial Velocity"
"HD 167042 b",272.6326268,54.2876184,13.60000000,2007,"Radial Velocity"
"LHS 1678 c",68.1789866,-39.7908744,0.94100000,2021,"Transit"
"HD 173416 b",280.9005676,36.5568570,13.40000000,2008,"Radial Velocity"
"HD 32518 b",77.4037569,69.6391355,13.20000000,2009,"Radial Velocity"
"HS Psc b",24.3473790,26.9528036,13.60000000,2024,"Radial Velocity"
"HD 81688 b",142.1665753,45.6009241,13.50000000,2007,"Radial Velocity"
"kap CrB b",237.8080012,35.6558818,13.30000000,2007,"Radial Velocity"
"KMT-2021-BLG-1547L b",272.3995833,-29.0839389,13.60000000,2023,"Microlensing"
"TOI-4559 b",211.0135378,-30.0141252,1.41500000,2024,"Transit"
"11 Com b",185.1787793,17.7932516,12.20000000,2007,"Radial Velocity"
"nu Oph b",269.7566013,-9.7741342,12.00000000,2012,"Radial Velocity"
"TOI-4377 b",164.9324709,-82.2213501,15.10970598,2023,"Transit"
"KMT-2023-BLG-0416L b",266.3240417,-25.0794889,3.67000000,2024,"Microlensing"
"HD 76920 b",133.8203530,-67.2653621,13.10000000,2017,"Radial Velocity"
"75 Cet b",38.0391598,-1.0350269,13.30000000,2012,"Radial Velocity"
"LHS 3154 b",241.6367309,40.9068221,3.69000000,2023,"Radial Velocity"
"TOI-1269 b",249.6966397,64.5591810,2.40144286,2024,"Transit"
"Kepler-23 d",294.2189131,49.4792536,2.20600000,2014,"Transit"
"TOI-4153 b",335.3934698,82.2160792,16.11851425,2024,"Transit"
"TOI-3919 b",208.9447534,40.3918061,12.31866979,2024,"Transit"
"TOI-1288 b",313.1670294,65.6087833,4.96846551,2022,"Transit"
"GJ 238 b",98.4548810,-58.5250316,0.56600000,2024,"Transit"
"Kepler-49 c",292.2945208,40.5918123,2.44400000,2012,"Transit"
"TOI-5301 b",12.9908008,13.0783712,13.09208946,2024,"Transit"
"TOI-5232 b",294.3374248,35.2764934,12.77823800,2024,"Transit"
"TOI-1410.01",334.8828486,42.5603141,3.10083009,2024,"Transit"
"TOI-1386 b",334.5041029,54.3190454,6.21638650,2024,"Transit"
"TOI-6029 b",8.3862555,61.8607659,14.39233122,2024,"Transit"
"OGLE-2017-BLG-0448L b",268.6686250,-31.0319167,4.08000000,2024,"Microlensing"
"Kepler-128 c",282.4922622,43.9802442,1.52100000,2013,"Transit"
"TOI-1451 b",186.5242821,61.2589289,2.61143902,2024,"Transit"
"TIC 4672985 b",38.4706782,-10.6573827,11.50041420,2024,"Transit"
"TOI-5218 b",292.6634642,71.7629612,9.86000000,2024,"Transit"
"Kepler-305 d",299.2242557,40.3431670,2.76000000,2014,"Transit"
"TOI-1601 b",38.3615690,41.0134321,14.19902343,2021,"Transit"
"TOI-1444 b",305.4749252,70.9437054,1.41792246,2021,"Transit"
"TOI-1736 b",43.4344615,69.1013450,3.18175535,2023,"Transit"
"TOI-5634 A b",175.6436366,20.9652921,10.42000000,2024,"Transit"
"TOI-1683.01",65.9796504,27.8223701,2.63820000,2024,"Transit"
"TOI-1298 b",241.3229012,70.1900397,9.65807033,2021,"Transit"
"TOI-1751 b",243.4888534,63.5335297,2.95078450,2024,"Transit"
"K2-419 A b",135.0194934,13.2737056,10.55000000,2024,"Transit"
"TOI-4443.01",274.2686643,21.9095459,1.71932650,2024,"Transit"
"HIP 97166 b",296.2446203,74.0628577,2.48013380,2021,"Transit"
"TOI-1776 b",164.7772913,40.9837182,1.21612741,2024,"Transit"
"Kepler-963 c",296.7529742,45.0411049,0.60000000,2024,"Transit"
"OGLE-2023-BLG-0836L b",267.1868750,-23.7415194,12.90000000,2024,"Microlensing"
"BD-14 3065 b",153.6696689,-15.6428372,21.59000000,2024,"Transit"
"HIP 97166 c",296.2446203,74.0628577,2.75000000,2021,"Radial Velocity"
"TOI-1794 b",203.3974857,49.0608433,3.29701268,2024,"Transit"
"2MASS J03590986+2009361 b",59.7911026,20.1599759,12.20000000,2024,"Imaging"
"TOI-663 c",160.0658525,-8.5110827,2.26000000,2024,"Transit"
"TOI-1246 c",251.1158702,70.4299917,2.45109846,2022,"Transit"
"TOI-1842 b",201.9626552,9.0306437,12.34850230,2021,"Transit"
"TOI-1824 b",197.7312286,61.7448492,2.74382690,2024,"Transit"
"HIP 77900 b",238.6253901,-27.3387434,12.10000000,2024,"Imaging"
"2MASS J11011926-7732383 b",165.3295388,-77.5440912,11.90000000,2024,"Imaging"
"SPECULOOS-3 b",312.3632611,33.6123832,0.97700000,2024,"Transit"
"KMT-2023-BLG-1431L b",271.1835417,-29.7439194,3.76000000,2024,"Microlensing"
"TOI-3071 b",173.2790517,-56.5033871,7.16000000,2024,"Transit"
"TOI-1246 e",251.1158702,70.4299917,3.51418750,2022,"Transit"
"TOI-2019 b",234.4317651,48.9552060,5.33275337,2024,"Transit"
"TIC 139270665 c",124.0338967,33.2914532,12.90000000,2024,"Radial Velocity"
"HD 48948 b",102.4898110,60.3373133,2.06000000,2024,"Radial Velocity"
"HD 93963 A c",162.7766969,25.6410650,3.11976057,2022,"Transit"
"HD 93963 A b",162.7766969,25.6410650,1.46954368,2022,"Transit"
"TOI-815 c",155.8719377,-43.8349248,2.62000000,2024,"Transit"
"HD 48948 c",102.4898110,60.3373133,2.60000000,2024,"Radial Velocity"
"HD 48948 d",102.4898110,60.3373133,3.24000000,2024,"Radial Velocity"
"HIP 8152 c",26.2092533,-18.4013844,2.52442508,2023,"Transit"
"HIP 8152 b",26.2092533,-18.4013844,2.53625843,2023,"Transit"
"TOI-1669 b",45.9564744,83.5874273,14.10000000,2023,"Radial Velocity"
"OGLE-2014-BLG-0221L b",270.3037500,-27.4267639,12.90000000,2024,"Microlensing"
"TOI-329 b",351.3210955,-15.6346313,4.94057819,2024,"Transit"
"TOI-480 b",88.3784618,-16.2653974,2.85372018,2024,"Transit"
"TOI-1410 c",334.8828486,42.5603141,5.63000000,2024,"Radial Velocity"
"TOI-757 b",187.9948428,-35.5544523,2.50000000,2024,"Transit"
"GJ 900 b",353.7526177,1.6055211,12.40000000,2024,"Imaging"
"TOI-1450 A c",286.8540627,59.0866254,1.13000000,2024,"Transit"
"TOI-1855 b",205.3539534,17.6868719,18.49481816,2024,"Transit"
"TOI-3261 b",47.7285242,-73.5319720,3.82000000,2024,"Transit"
"TOI-669 b",158.9007013,-5.1813735,2.58606487,2023,"Transit"
"HD 25463 b",60.7483361,9.2077676,2.54535814,2023,"Transit"
"HD 73344 b",129.6894456,23.6852651,2.88400000,2024,"Transit"
"TOI-2368 b",134.9576234,-48.4884929,10.83908434,2024,"Transit"
"TOI-2107 b",286.7965405,-58.6968348,13.57407563,2024,"Transit"
"TOI-1248 b",259.0235918,63.1056072,6.80848590,2024,"Transit"
"TOI-837 b",157.0372806,-64.5052107,9.16894621,2020,"Transit"
"SWEEPS-11 b",269.7583333,-29.1981944,12.66600000,2006,"Transit"
"Kepler-24 c",290.4132621,38.3437283,2.51400000,2011,"Transit"
"Kepler-57 b",293.6413146,44.6570692,3.13500000,2012,"Transit"
"TOI-3894 b",201.3748265,52.7681036,15.27784069,2024,"Transit"
"TOI-3321 b",265.7603351,-65.0082516,15.55806521,2024,"Transit"
"TOI-1744.01",294.2910707,60.8813020,2.68000000,2024,"Transit"
"K2-360 c",183.7203635,1.9681688,4.02000000,2024,"Radial Velocity"
"WASP-132 b",217.6091998,-46.1595160,10.09929161,2016,"Transit"
"TOI-469.01",93.0578446,-14.6493167,3.41000000,2021,"Transit"
"K2-260 b",76.8673317,16.8676948,18.41635529,2018,"Transit"
"K2-237 b",253.7688479,-28.7105836,16.06246934,2018,"Transit"
"TOI-1772.01",156.8377040,34.3909497,2.90500000,2024,"Transit"
"WASP-132 c",217.6091998,-46.1595160,1.84100000,2022,"Transit"
"BD-17 63 b",7.1413494,-16.2273254,12.80000000,2008,"Radial Velocity"
"K2-261 b",163.0323119,0.4931670,9.26982704,2018,"Transit"
"K2-321 b",156.4054989,2.5138829,2.05124347,2020,"Transit"
"TOI-1777.01",151.8070320,46.1148814,2.24600000,2024,"Transit"
"HD 20794 d",49.9997666,-43.0666533,2.04000000,2011,"Radial Velocity"
"HD 175167 b",285.0033888,-69.9450664,12.30000000,2009,"Radial Velocity"
"Kepler-289 d",297.4653351,42.8828517,3.03000000,2014,"Transit"
"Kepler-289 c",297.4653351,42.8828517,11.23000000,2014,"Transit"
"K2-167 b",336.5761233,-18.0116650,2.36509493,2018,"Transit"
"K2-265 b",342.0316493,-14.4947789,1.70824866,2018,"Transit"
"Kepler-289 b",297.4653351,42.8828517,2.49000000,2014,"Transit"
"KELT-24 b",161.9090273,71.6557270,12.71098411,2019,"Transit"
"TOI-3568 b",322.6023682,34.7395805,5.30000000,2024,"Transit"
"K2-57 b",342.6918241,-14.0700007,2.30905002,2016,"Transit"
"K2-54 b",338.0541631,-17.5440636,2.61169250,2016,"Transit"
"TOI-4638.01",12.8206627,12.7879858,2.93300000,2024,"Transit"
"TOI-5076 b",50.5104166,17.2392094,3.48935569,2024,"Transit"
"TOI-4562 b",112.0100593,-63.5177788,12.53000000,2023,"Transit"
"K2-77 b",55.2285210,12.5724480,2.49960270,2016,"Transit"
"K2-180 b",126.4643579,10.2465770,2.46597575,2018,"Transit"
"TOI-2458 c",79.6215290,1.2534390,3.18000000,2024,"Radial Velocity"
"TOI-4562 c",112.0100593,-63.5177788,12.80000000,2024,"Transit Timing Variations"
"K2-97 b",127.7628370,10.8475571,13.45077684,2016,"Transit"
"K2-182 b",130.1800460,10.9829509,2.71257333,2018,"Transit"
"NGTS-33 b",107.8333348,-35.8505185,18.38272835,2024,"Transit"
"Kepler-105 b",287.8872376,46.2761224,2.53000000,2013,"Transit"
"TOI-2537 b",54.3882661,10.0577464,11.25381662,2024,"Transit"
"K2-98 b",126.4882114,11.5110933,5.06645928,2016,"Transit"
"K2-114 b",127.8829120,11.9222550,10.59248676,2017,"Transit"
"TOI-4994 b",283.1325335,-78.4344302,8.54124329,2024,"Transit"
"Kepler-105 c",287.8872376,46.2761224,1.44000000,2014,"Transit"
"TOI-2295 c",281.5761962,50.4924657,12.80000000,2024,"Radial Velocity"
"TOI-5110 b",94.4042694,31.6103309,11.98240037,2024,"Transit"
"TOI-2537 c",54.3882661,10.0577464,12.70000000,2024,"Radial Velocity"
"MOA-2008-BLG-310L b",268.5605420,-34.7780528,5.18000000,2009,"Microlensing"
"K2-115 b",126.5535002,12.2818510,11.80305668,2017,"Transit"
"K2-277 b",202.0161895,-15.9379749,2.18575124,2018,"Transit"
"TOI-406 c",49.2626428,-42.2441492,1.32000000,2024,"Transit"
"TOI-5005 b",238.1081940,-48.1451000,6.25000000,2024,"Transit"
"HD 86728 b",150.2500540,31.9218216,3.03000000,2025,"Radial Velocity"
"KMT-2021-BLG-2609L b",263.5188750,-27.5969389,3.17000000,2024,"Microlensing"
"TOI-5688 A b",266.9231001,47.7050486,10.30000000,2024,"Transit"
"HD 222237 b",354.9078642,-72.7253271,12.80000000,2024,"Radial Velocity"
"HD 21520 b",51.6403449,-43.6136649,2.69700000,2024,"Transit"
"TOI-2768 b",99.3641336,-15.4812031,2.63000000,2024,"Transit"
"TOI-1174 b",209.2171751,68.6182106,2.56200000,2024,"Transit"
"TOI-2981 b",163.4873940,-25.5245988,13.40000000,2024,"Transit"
"TOI-1180 b",214.5557741,82.1937642,3.07200000,2024,"Transit"
"OGLE-2016-BLG-1800L b",269.9032083,-30.8653611,13.20000000,2024,"Microlensing"
"TOI-5713 b",208.4587323,52.6027628,1.77000000,2024,"Transit"
"TOI-6002 b",299.6142524,32.2871702,1.65000000,2024,"Transit"
"HD 135694 b",227.8678636,71.8412965,2.85700000,2023,"Transit"
"TOI-1295 b",256.6722026,67.8715032,15.69257298,2024,"Transit"
"TOI-6130 b",339.2050832,16.8271941,14.34749530,2024,"Transit"
"TOI-1437 b",256.1387513,56.8425490,2.24000000,2024,"Transit"
"HD 183579 b",293.2866147,-54.5327284,3.49000000,2021,"Transit"
"KMT-2023-BLG-1866L b",273.4822500,-28.4473889,1.43000000,2024,"Microlensing"
"K2-203 b",12.7736909,-1.1958844,1.26549392,2018,"Transit"
"TOI-6651 b",15.7885904,35.3890405,5.09000000,2024,"Transit"
"TOI-1630.01",352.0166759,75.5526069,2.41700000,2024,"Transit"
"TOI-1467 b",19.1146441,49.2331382,1.92000000,2024,"Transit"
"TOI-1659.01",277.9251938,82.3059487,2.25500000,2024,"Transit"
"HD 101581 c",175.2563039,-44.4041485,0.99000000,2025,"Transit"
"K2-208 b",20.7789809,0.8890076,1.67462172,2018,"Transit"
"TOI-1716.01",105.0833291,56.8241941,3.14300000,2024,"Transit"
"TOI-6038 A b",51.6572691,40.8172704,6.41000000,2025,"Transit"
"HIP 116454 b",353.9543517,0.4447043,2.46900000,2014,"Transit"
"TOI-2420 b",14.8268138,-19.7711643,15.02003414,2024,"Transit"
"K2-225 b",186.5410958,-9.6248232,3.60929179,2018,"Transit"
"TOI-1739 b",240.1724810,83.2586589,1.94600000,2024,"Transit"
"HD 73344 d",129.6894456,23.6852651,13.20000000,2025,"Radial Velocity"
"TOI-2485 b",205.2043217,22.9839692,12.13932610,2024,"Transit"
"K2-7 b",167.0937488,-1.0658550,4.03523305,2015,"Transit"
"HD 118203 c",203.5099560,53.7281876,12.40000000,2024,"Radial Velocity"
"TOI-4734 b",90.3581219,12.5478825,10.91754720,2025,"Transit"
"TOI-1453 c",258.2232705,57.1977779,2.22400000,2025,"Transit"
"TOI-3493 b",205.7990331,-22.5854441,3.22000000,2025,"Transit"
"TOI-2969 b",150.0626247,-47.4452436,12.32987877,2025,"Transit"
"TOI-5300 b",356.4811370,0.4587978,9.86390302,2025,"Transit"
"TOI-4794 b",110.4835517,-12.5654781,14.35870428,2025,"Transit"
"TOI-2443 b",40.1798608,1.1996757,2.36300000,2023,"Transit"
"OGLE-2016-BLG-0007L b",268.3560417,-29.6422500,1.09000000,2025,"Microlensing"
"TOI-5340 b",59.3094816,22.3783373,15.07607904,2025,"Transit"
"AT2021ueyL b",324.5450417,26.4665694,13.60000000,2025,"Microlensing"
"Kepler-10 c",285.6792980,50.2414842,2.35500000,2011,"Transit"
"TOI-2407 b",49.7465450,-46.4580250,4.26000000,2025,"Transit"
"TOI-5386 A b",226.1069193,60.5362318,14.70618268,2025,"Transit"
"TOI-2015 c",232.1326528,27.3610730,2.93000000,2025,"Transit Timing Variations"
"TOI-2015 b",232.1326528,27.3610730,3.30900000,2023,"Transit"
"GJ 3998 b",259.0020507,11.0561751,1.39000000,2016,"Radial Velocity"
"Kepler-725 b",283.9774949,44.8115613,10.80000000,2016,"Transit"
"TOI-1117 b",273.6020606,-66.4199742,2.46000000,2025,"Transit"
"GJ 3998 c",259.0020507,11.0561751,2.50000000,2016,"Radial Velocity"
"TOI-640 b",99.7345935,-36.6461300,19.27944680,2021,"Transit"
"K2-157 d",183.7514959,-5.7820178,5.16000000,2025,"Radial Velocity"
"TOI-1117 c",273.6020606,-66.4199742,2.91000000,2025,"Radial Velocity"
"TOI-1117 d",273.6020606,-66.4199742,3.27000000,2025,"Radial Velocity"
"Proxima Cen d",217.3934657,-62.6761821,0.69200000,2025,"Radial Velocity"
"Proxima Cen b",217.3934657,-62.6761821,1.02000000,2016,"Radial Velocity"
"LP 261-75 b",147.7685281,35.9685562,12.10000000,2006,"Imaging"
"KOI-134 b",295.5865980,45.3649371,12.03844527,2025,"Transit"
"TIC 88785435 b",224.2838576,-30.8800273,5.03000000,2025,"Transit"
"TOI-1238 c",201.3823387,68.8360678,2.11000000,2022,"Transit"
"TOI-1238 b",201.3823387,68.8360678,1.21000000,2022,"Transit"
"KOI-1843.03",285.0131082,40.2209547,0.61000000,2013,"Transit"
"TOI-5143 c",165.3651202,5.1394812,16.25302201,2025,"Transit"
"TOI-1803 b",178.0461054,35.1718001,2.99000000,2025,"Transit"
"TOI-5882 b",311.8886385,34.7374918,11.46678726,2025,"Transit"
"TOI-4465 b",276.1340312,15.8418856,14.01122587,2025,"Transit"
"TOI-1478 b",126.4337428,-13.5595485,11.99360935,2021,"Transit"
"HIP 67851 b",208.4653640,-35.3146536,13.70000000,2015,"Radial Velocity"
"HIP 67851 c",208.4653640,-35.3146536,12.70000000,2015,"Radial Velocity"
"TOI-2346 b",88.0929073,-13.3724686,16.11851425,2025,"Transit"
"HD 94890 b",164.1797804,-37.1383035,13.30000000,2025,"Radial Velocity"
"HD 87816 b",151.5296524,-52.1878679,12.70000000,2025,"Radial Velocity"
"TOI-2886 b",110.0076569,-10.5698414,18.64053490,2025,"Transit"
"TOI-2876 b",110.2473528,-21.1146384,9.63972340,2025,"Transit"
"TOI-2986 b",163.7715605,-6.4784524,9.29224500,2025,"Transit"
"WASP-116 b",35.2157609,-1.8260419,13.67495645,2025,"Transit"
"HD 102888 b",177.6545263,-27.2779074,12.80000000,2025,"Radial Velocity"
"HD 94890 c",164.1797804,-37.1383035,12.50000000,2025,"Radial Velocity"
"TOI-3135 b",207.8592276,-69.7725635,13.65253849,2025,"Transit"
"Gaia-4 b",209.5063762,31.6954898,12.40000000,2025,"Astrometry"
"WASP-188 b",278.7819771,36.6156327,14.81827249,2025,"Transit"
"WASP-154 b",327.7191734,-8.6359458,10.76062147,2025,"Transit"
"TIC 434398831 b",93.9592639,16.0238459,3.51000000,2025,"Transit"
"TOI-3464 b",234.4830357,-44.7899772,13.76462830,2025,"Transit"
"HR 858 c",42.9849779,-30.8140609,1.97900000,2019,"Transit"
"WASP-197 b",160.6307133,28.1986255,14.44837612,2025,"Transit"
"WASP-102 b",336.4643016,15.8566392,14.90794433,2025,"Transit"
"TOI-3486 b",249.4432035,-59.3051077,10.57006880,2025,"Transit"
"TOI-2328 b",31.6907424,-81.2473760,9.97599282,2025,"Transit"
"TOI-3837 b",152.6662832,24.2731213,10.87271128,2025,"Transit"
"Gl 410 b",165.6604212,21.9669164,2.83000000,2025,"Radial Velocity"
"HD 219666 b",349.5592665,-56.9039857,4.89800000,2018,"Transit"
"TOI-3682 b",50.2752271,25.2972658,12.80065596,2025,"Transit"
"TOI-6628 b",225.8370504,-35.2305793,10.98480109,2025,"Transit"
"Kepler-289 e",297.4653351,42.8828517,2.94000000,2025,"Transit"
"KMT-2022-BLG-2076L b",268.0511250,-29.0279306,13.90000000,2025,"Microlensing"
"TOI-4214 b",110.2495104,-13.9262649,10.68215861,2025,"Transit"
"GJ 581 c",229.8564725,-7.7226935,2.50000000,2007,"Radial Velocity"
"G 192-15 c",90.6220931,49.8619390,3.87000000,2025,"Radial Velocity"
"G 268-110 b",16.2236880,-18.1248020,1.13000000,2025,"Radial Velocity"
"TOI-2449 b",67.9843710,-34.4555327,11.24000000,2025,"Transit"
"KMT-2024-BLG-2242L b",268.4150000,-29.5603111,3.82000000,2025,"Microlensing"
"GJ 508.2 b",200.2443854,34.2776644,,2025,"Radial Velocity"
"GJ 3512 c",130.3316616,59.4918364,14.30000000,2020,"Radial Velocity"
"HD 28471 b",66.2875166,-64.0786861,1.75000000,2025,"Radial Velocity"
"HD 28471 c",66.2875166,-64.0786861,2.26000000,2025,"Radial Velocity"
"NGTS-32 b",223.8576228,-18.4323191,15.91675259,2025,"Transit"
"HD 143811 AB b",240.8891972,-30.1371574,15.69257298,2025,"Imaging"
"AF Lep b",81.7699216,-11.9011752,13.00000000,2023,"Imaging"
"TOI-238 b",349.2310814,-18.6066463,1.55900000,2024,"Transit"
"HD 152843 b",253.7848853,20.4915240,3.05000000,2021,"Transit"
"MOA-2022-BLG-033L b",272.8756667,-25.0530806,3.52000000,2025,"Microlensing"
"HD 28471 d",66.2875166,-64.0786861,2.06000000,2025,"Radial Velocity"
"HD 152843 c",253.7848853,20.4915240,5.94000000,2021,"Transit"
"KMT-2023-BLG-1896L b",271.0317500,-26.9589194,4.19000000,2025,"Microlensing"
"KMT-2023-BLG-0119L b",266.8150417,-34.5721889,11.00000000,2025,"Microlensing"
"TOI-6054.02",56.3370070,60.3509170,2.82000000,2024,"Transit"
"WASP-110 b",305.8724366,-44.0587001,13.19297028,2021,"Transit"
"K2-233 d",230.4799011,-20.2317975,2.36300000,2018,"Transit"
"K2-233 c",230.4799011,-20.2317975,1.27200000,2018,"Transit"
"BEBOP-4 AB b",192.5772651,26.1595358,,2025,"Radial Velocity"
"2MASS J22501512+2325342 b",342.5634097,23.4259058,11.90000000,2018,"Imaging"
"WASP-4 b",353.5629149,-42.0617794,15.12091496,2007,"Transit"
"Kepler-391 b",290.6218844,51.0573453,2.50000000,2014,"Transit"
"GJ 251 b",103.7002499,33.2664632,1.79000000,2020,"Radial Velocity"
"TOI-1438 b",280.9237844,74.9378327,3.04000000,2025,"Transit"
"GJ 536 c",210.2597264,-2.6522901,2.30000000,2025,"Radial Velocity"
